rank_ratio,utterance_idx,reference_text,jaccard_instability,spearman_stability,wer_original,wer_compressed,transcription_original,transcription_compressed
0.9,10,"abaphathi bakwaroblox kuphela abangathengisa izesekeli, izingxenye zomzimba, amagiya namaphakeji ngaphansi kwe-akhawunti esemthethweni yeroblox. izinto ezinesimo se-edition esinqunyelwe zingathengiswa kuphela phakathi noma zithengiswe abasebenzisi abanesimo sobulungu be-premium.",0.0,1.0,0.5769230769230769,0.5769230769230769,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama
0.9,11,"inyanga ngayinye, umgcinimafa kazwelonke ufaka inani eliphelele elizokhokhwa kwi-akhawunti ye-trust yenedbank.",0.0,1.0,0.7272727272727273,0.7272727272727273,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank
0.9,12,"ngesikhathi esekudingisweni elesotho, wajoyina i-african national congress, anc, iqembu elibusayo laseningizimu afrika, futhi wayengumgqugquzeli weqembu ngamakhono amaningi. wathola isitifiketi se-bachelor of arts, i-honors equivalent, kwezezimali kanye nesayensi yezombangazwe evela ku-national university of lesotho ngo-1985.",0.0,1.0,0.7941176470588235,0.7941176470588235,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985
0.9,13,"lomkhakha ubalulekile ngenxa yokwanda kokwethembela ezinhlelweni zesicikizi, kuxhakaxholo, nezivamiso zoxhoxho oluswelintambo ezifana ne-bluetooth kanye ne-wi-fi. futhi, ngenxa yokwanda kwezilekeleli ezintwesi, ezihlanganisa omabonakude, nomakhalipha, kanye nezilekeleli ezakha uxhakaxholo lwezinto.",0.0,1.0,0.8214285714285714,0.8214285714285714,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto
0.9,14,"umandela wathi kukhona abengalo yesithathu abaphendla udlame, abaphendli babaziwa ngokuthi yi-""third force"" laba baphendli babetholakala kwabophiko namasevisi ezobunhloli ngasohlangothini lukahulumeni wobandlululo, okwakuyibo ababephemba ukubulawa kweningi labantu abamnyama ""slaughter of the people"", kanti futhi umandela wakubeka ngokusobala ukuthi ude klerk unesandla kudlame olwenzekayo  - waqala ngokuthi angasamethembi ude kleerk - ikakhulukazi ngemuva kobulawo lwabantu ngesihluku esikhulu kwi-sebokeng massacre.",0.0,1.0,1.0,1.0,s,s
0.8,0,"okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda adliwa abantu, u-ppm is equals to amaparts per million, ayikho imihlahlandlela ye-fda ekhona ye-zearalenone.",0.4,0.9258189404149746,0.5909090909090909,0.5,s okufakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu uppm isikwasithu amapatsi p emilyon ayikho imihlahlandlela yefda ekhona yezeralonone,okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu uppm isikwasithu amapaths phe eminyo ayikho imihlahlandlela yefda ekhona yezeralawonona
0.8,1,kanti-ke onke lamadokhumenti ayingxenye yenkontileka yokuqashwa kwabasebenzi.,0.6206896551724138,0.9682916825359621,0.8571428571428571,1.0,kanti onkelamadokhumende ayingxenye kontileka yokuchashwa kwabasebenzi,kanti onkelamadothimende ayinganyekontileka yokuchashwa kwabasebenzi
0.8,2,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha ama-combine eqala ukugijima ehla enyuka emasimini ngesikhathi sokuvuna.,0.33333333333333337,0.9811765739899803,0.375,0.375,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayini eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayeni eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna
0.8,3,ukuba ngcono kokuncintisana ngokuthunyelwa kwamanye amazwe kwakamuva e-eu kulindeleke ukuba kwenyuke kule ngxenye esele yonyaka wezimakethe.,0.18181818181818177,0.9490580962704713,0.9375,0.625,ukubangcono kokucintisana ngokuthunyelwe kamanyi amazwe kwakumuva eyuikulindeleka ukubakwenyuke kulexenye eseleyonyaka bezimakethe,ukuba ngcono kokucintisana ngokuthunyelwa kamanyi amazwe kwakumuva eyuikulindeleke ukuba kwenyuke kulexenye eseleyonyaka bezimakethe
0.8,4,njengomphathi wepulazi kudingeka ubheke okunye okungaba ama-incentives abasebenzi bakho. isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlwini lwezinto ezikhuthazayo ezingewona ukheshi. ungabanika isikhathi esengeziwe soku-ofa emva kokusebenza kanzima betshala noma bevuna izilimo?,0.6206896551724138,0.8026063486948115,0.4375,0.46875,njengomphathi wepulazi kudingeka ubheke okunye okungaba amainitinsitivs abasebenzibako isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenza kanzimabetshala nomabewuna,njengomphathi wepulazi kudingeka ubheke okunye okungaba ama? incentives abasebenzibaku isikhathi sokubhekana nezimo ezicondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenzakazimabhechala nomabhevuna
0.8,5,"abalimi abalima kancane bavuna ngesandla futhi bayakwazi ukusotha, ukusefa nokuhlanza izilimo zabo ngokucophelela ngaphambi kokuzibeka ngesandla kanti laba abasebenzisa imishini yesimanje ama-combayini bayakwazi ukukhiqiza amasampuli ahlanzekile angadilivwa ku-silo edayisayo ukuze zihlanzisiswe futhi, zomiswe uma kunesidingo, zihlukaniswe ngezigaba bese ziyalondolozwa.",0.5185185185185186,0.8226144786570181,0.5384615384615384,0.5897435897435898,s abalimi abalima kancane bavuna ngesandlafuthi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kusilo s edayisayo,s abalimi s abalimakancane bavuna ngesandlafuthi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kosilo s edayisayo
0.8,6,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyele. kufanele baqiniseke ngokuba ngokuba nosizo olwanele. kubalulekile ukuthi umlilo olawulwe ngokucophelela futhi ucishwe. loyo muntu kufanele anqume ukuthi ngabe isimo sifanele.,0.7096774193548387,0.7345951864764304,0.41935483870967744,0.45161290322580644,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthumlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthingabe isimo sifanele,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthiomlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthiangabe isimu sifanele
0.8,7,"ngaphezu, okunenkanyezi njengemuntfu losemusha kanye elton john e umculo video of elton ngokwakhe,""",0.8571428571428572,0.5892768728210237,0.6923076923076923,0.6923076923076923,s ngaphezu okunenkanyezinjengomuntu lusemushaqenyelton john emiculo video of elton ngokwakhe,s kaphezu okunenkanyezinjengomuntu lusemushaqanyi elton john emicolovideo of elton ngokwakhe
0.8,8,"usibusiso joel ""s'bu"" ndebele, owazalwa ngomhlaka 17 okthoba 1948, wayengungqongqoshe wezokuhlunyeleliswa kwezimilo owasebenza kusukela ngonyaka wezi-2012 kuya kowezi-2014.",0.6206896551724138,0.8866419593941346,1.0,0.9444444444444444,usubuseso jowels bundebele wezalangunhlaka sevente oktober 1948 wayongqongqoshe uzokuhlunyeleliswa kwezinilo awasebenza kusulangonyaka s 2012 kuyake 2014,usubusiso jaules bundebele wezalangunhlaka 17 oktober 1948 wayongqongqoshe uzokuhlunyeleliswa kwezemilo wasebenza kusulangonyaka s 2012 kuyake 2014
0.8,9,"ukuqala kwakhe kwahlehliswa, kwakhona ngo-agasti 12, ngokubambisana ne-fc dallas, efika esikhundleni. wasiza leli qembu ukuba lifinyelele kuma-mls playoffs ngenkathi yabo yokuqala, lapho kwehluka izikhathi ezingu-18.",0.5714285714285714,0.8972969706735419,0.76,0.8,ukukala kwakhe kwahlehleswa kwakhukhona ngokakastithofu ngokubambisana nifcdolars efika esikhundleni wasiza leliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18,ukukala kwakhe kwahlehleshwa kwakukhona ngokakastishofu ngokubambisana nefc dollars efika esikhundleni wasizaleliqembu ukubalifinyelekuma mls playoff s ngenkathi yabo yokuqala zaphokwehluka izikhathi ezingu 18
0.8,10,"abaphathi bakwaroblox kuphela abangathengisa izesekeli, izingxenye zomzimba, amagiya namaphakeji ngaphansi kwe-akhawunti esemthethweni yeroblox. izinto ezinesimo se-edition esinqunyelwe zingathengiswa kuphela phakathi noma zithengiswe abasebenzisi abanesimo sobulungu be-premium.",0.46153846153846156,0.8996301233410483,0.5769230769230769,0.7307692307692307,abaphathi bakwa roblox kuphela bathengisa izesekeli izingxenye zomzimba amagiyana amaphakechi ngaphansi kweakhawunti esemthethweni eloblox izinto ezinisimo sedishini esinqunyelwe zingathengiswa kuphela phakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama,abaphathi bakwa roblox kuphela abathengisa izesekeli ezingxenye zomzimba amagiyana amaphakechi ngaphansi kwe akhawunti esemthethweni roblox izintoezinesimo sedishini esinqunyelwe zingathengiswa kuphelephakathinoma zithengiswe abasebenzi abanesimo sobulungu bepremiyama
0.8,11,"inyanga ngayinye, umgcinimafa kazwelonke ufaka inani eliphelele elizokhokhwa kwi-akhawunti ye-trust yenedbank.",0.4,0.9762249875487066,0.7272727272727273,0.7272727272727273,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe account etrust yenetbank,inyanga ngayinye umgcinimafa kazolonke ufakainani eliphelele elizokhokhokwe akhuntetrust yenetbenka
0.8,12,"ngesikhathi esekudingisweni elesotho, wajoyina i-african national congress, anc, iqembu elibusayo laseningizimu afrika, futhi wayengumgqugquzeli weqembu ngamakhono amaningi. wathola isitifiketi se-bachelor of arts, i-honors equivalent, kwezezimali kanye nesayensi yezombangazwe evela ku-national university of lesotho ngo-1985.",0.5185185185185186,0.6818244074649166,0.7941176470588235,0.7647058823529411,nesikhathi esekudingisweni elwesuthu wajoyinayi afrikans national congress ensi iqembe libusayo elaseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi sebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunational university of lusithi ngco 1985,nesikhathi esekudingisweni elwesuthu wajoyinayi afrika national congress ensim iqembe libusayo laseningizimu afrika futhi wayengumgqugquzelwe qembu ngamakhono amaningi wathola isitifikedi s ebhatshel of arts i honors equivalent kwezezimali kanyenesesayensi s yezombangazo evelokunashinal university of lesotho ngco 1985
0.8,13,"lomkhakha ubalulekile ngenxa yokwanda kokwethembela ezinhlelweni zesicikizi, kuxhakaxholo, nezivamiso zoxhoxho oluswelintambo ezifana ne-bluetooth kanye ne-wi-fi. futhi, ngenxa yokwanda kwezilekeleli ezintwesi, ezihlanganisa omabonakude, nomakhalipha, kanye nezilekeleli ezakha uxhakaxholo lwezinto.",0.5714285714285714,0.8075619634957373,0.8214285714285714,0.8928571428571429,lomkhakha s ubalikile ngencwayokwanda kokwethembela ezinhlelweni zesicikizi kuchakacholo nezimfamiso zochoxoxo s oluswelintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto,lomkhakha ubalekile ngencwayokwanda kokwethembela ezinhlelwenze sicicizi kuchakacholo nezimfamiso zochoxo s oluselintambo ezifana nebluetooth kanyine wifi puthi ngencwayokwanda kwezelekeleli ezintwesi wezinhlanganiso omabonakude nomakhalipha kanyinezelekeleli s ezakha uchakacholo lwezinto
0.8,14,"umandela wathi kukhona abengalo yesithathu abaphendla udlame, abaphendli babaziwa ngokuthi yi-""third force"" laba baphendli babetholakala kwabophiko namasevisi ezobunhloli ngasohlangothini lukahulumeni wobandlululo, okwakuyibo ababephemba ukubulawa kweningi labantu abamnyama ""slaughter of the people"", kanti futhi umandela wakubeka ngokusobala ukuthi ude klerk unesandla kudlame olwenzekayo  - waqala ngokuthi angasamethembi ude kleerk - ikakhulukazi ngemuva kobulawo lwabantu ngesihluku esikhulu kwi-sebokeng massacre.",0.7878787878787878,0.6005452934110684,1.0,1.0,s,s
0.7,0,"okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda adliwa abantu, u-ppm is equals to amaparts per million, ayikho imihlahlandlela ye-fda ekhona ye-zearalenone.",0.46153846153846156,0.8604547707181109,0.5909090909090909,0.5,s okufakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu uppm isikwasithu amapatsi p emilyon ayikho imihlahlandlela yefda ekhona yezeralonone,okufaka phakathi izinkomo ezikhiqiza ubisi nezikhukhukazi ezizalela amaqanda ahlewa abantu upppm izikwasitu amapaths phe eminion ayikho imihlahlandlela yefda ekhona yezelelawonone
0.7,1,kanti-ke onke lamadokhumenti ayingxenye yenkontileka yokuqashwa kwabasebenzi.,0.7878787878787878,0.9298878651158702,0.8571428571428571,1.0,kanti onkelamadokhumende ayingxenye kontileka yokuchashwa kwabasebenzi,kanti keonkelamadothimende ayinganyekontileka yokukhashwa kwabasebenzi
0.7,2,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha ama-combine eqala ukugijima ehla enyuka emasimini ngesikhathi sokuvuna.,0.6206896551724138,0.9633587730348929,0.375,0.375,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayini eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna,ngeshwa lamafama imidumba ivame ukuvuleka ngesikhathi esifanayo lapha amakhombayeni eqalukugijima ehla enyuke emasimini ngesikhathisokuvuna
0.7,3,ukuba ngcono kokuncintisana ngokuthunyelwa kwamanye amazwe kwakamuva e-eu kulindeleke ukuba kwenyuke kule ngxenye esele yonyaka wezimakethe.,0.18181818181818177,0.9140135645855917,0.9375,0.9375,ukubangcono kokucintisana ngokuthunyelwe kamanyi amazwe kwakumuva eyuikulindeleka ukubakwenyuke kulexenye eseleyonyaka bezimakethe,ukubangcono kokucintisana ngokuthunyelwa kamaniyamazwe kwakumuva eyuikulindeleke ukubakwenyuke kulexenye eseleyonyaka wezimakethe
0.7,4,njengomphathi wepulazi kudingeka ubheke okunye okungaba ama-incentives abasebenzi bakho. isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlwini lwezinto ezikhuthazayo ezingewona ukheshi. ungabanika isikhathi esengeziwe soku-ofa emva kokusebenza kanzima betshala noma bevuna izilimo?,0.75,0.6614943749450679,0.4375,0.40625,njengomphathi wepulazi kudingeka ubheke okunye okungaba amainitinsitivs abasebenzibako isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenza kanzimabetshala nomabewuna,njengomphathi wepulazi kudingeka ubheke okunye okungaba amainsertives abasebenzi bakho isikhathi sokubhekana nezimo eziqondene nomuntu yiphuzu eliphezulu ohlulezinto ezikhuthazayo ezingewona ukhesha ungabanika isikhathi esengeziwe sokuofa emvakokusebenza kazimabhechala nomabhevuna
0.7,5,"abalimi abalima kancane bavuna ngesandla futhi bayakwazi ukusotha, ukusefa nokuhlanza izilimo zabo ngokucophelela ngaphambi kokuzibeka ngesandla kanti laba abasebenzisa imishini yesimanje ama-combayini bayakwazi ukukhiqiza amasampuli ahlanzekile angadilivwa ku-silo edayisayo ukuze zihlanzisiswe futhi, zomiswe uma kunesidingo, zihlukaniswe ngezigaba bese ziyalondolozwa.",0.6206896551724138,0.6507240060938095,0.5384615384615384,0.5128205128205128,s abalimi abalima kancane bavuna ngesandlafuthi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kusilo s edayisayo,abalimi s angancane bavuna ngesandla futhi bayakwazi ukusotha ukusefa nokuhlanza izimilo zabo ngokucophelela ngaphambi kokuzibeka ngesandla ganti laba abasebenzisa emishini yesimanje amakhombayini bayakwazi kukhiqiza amasampuli ahlanzekile angadilivwa kosilo s edayisayo
0.7,6,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyele. kufanele baqiniseke ngokuba ngokuba nosizo olwanele. kubalulekile ukuthi umlilo olawulwe ngokucophelela futhi ucishwe. loyo muntu kufanele anqume ukuthi ngabe isimo sifanele.,0.6666666666666667,0.6739759428170662,0.41935483870967744,0.4838709677419355,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle imincele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthumlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthingabe isimo sifanele,omakhelwane kufanele basebenze ngokubambisana ekushiseni indawo ebabelwayo agudle iminglele abayihlanganyela kufanele baqiniseke ngokuba s nosizo olwanele kubalulekile ukuthiomlilo olawulwe ngokucopholele futhu uqishwe luyomuntu kufanele anqume ukuthiangabe isimu sifanele
0.7,7,"ngaphezu, okunenkanyezi njengemuntfu losemusha kanye elton john e umculo video of elton ngokwakhe,""",0.75,0.6226532973954824,0.6923076923076923,0.6153846153846154,s ngaphezu okunenkanyezinjengomuntu lusemushaqenyelton john emiculo video of elton ngokwakhe,s kaphezu okunenkanyezinjengomuntu lusemushakani elton john emiculo video of elton ngokwakhe
0.7,8,"usibusiso joel ""s'bu"" ndebele, owazalwa ngomhlaka 17 okthoba 1948, wayengungqongqoshe wezokuhlunyeleliswa kwezimilo owasebenza kusukela ngonyaka wezi-2012 kuya kowezi-2014.",0.6666666666666667,0.7782409984472505,1.0,1.0,usubuseso jowels bundebele wezalangunhlaka sevente oktober 1948 wayongqongqoshe uzokuhlunyeleliswa kwezinilo awasebenza kusulangonyaka s 2012 kuyake 2014,usubusiswe jowas bundebele wezalangunhlakasebente oktober 1948 bayongqongqoshe uzokuhlunyeleliswa kwezinilo wasebenza kusulangonyaka s 2012 kuyakezi 2014
